Progress,Duration (in seconds),Finished,UserLanguage,consent,Trolley1 ,TTrolley1_First Click,TTrolley1_Last Click,TTrolley1_Page Submit,TTrolley1_Click Count,Q204,Q205_First Click,Q205_Last Click,Q205_Page Submit,Q205_Click Count,Q206,Q207_First Click,Q207_Last Click,Q207_Page Submit,Q207_Click Count,Q208,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,TrolleySelfSacrifice,TTrolleySelfSacr_First Click,TTrolleySelfSacr_Last Click,TTrolleySelfSacr_Page Submit,TTrolleySelfSacr_Click Count,TrolleyFatMan,TTrolleyFatMan_First Click,TTrolleyFatMan_Last Click,TTrolleyFatMan_Page Submit,TTrolleyFatMan_Click Count,TrolleySelfOrOther,TTrolleySelfOrOther_First Click,TTrolleySelfOrOther_Last Click,TTrolleySelfOrOther_Page Submit,TTrolleySelfOrOther_Click Count,SurDem,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,ReasonSurDem,SurDemAut,Q178_First Click,Q178_Last Click,Q178_Page Submit,Q178_Click Count,ReasonSurDemAut,SurGen,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,ReasonSurGen,SurDemAutFuture,Q180_First Click,Q180_Last Click,Q180_Page Submit,Q180_Click Count,ReasonSurDemAutFutur,TimeVPS_First Click,TimeVPS_Last Click,TimeVPS_Page Submit,TimeVPS_Click Count,VirtualPublicSearch,TimeVSSur_First Click,TimeVSSur_Last Click,TimeVSSur_Page Submit,TimeVSSur_Click Count,VirtualSecretSurv,TimeVSS_First Click,TimeVSS_Last Click,TimeVSS_Page Submit,TimeVSS_Click Count,VirtualSecretSearch,TimePSSur_First Click,TimePSSur_Last Click,TimePSSur_Page Submit,TimePSSur_Click Count,PhysicalSecretSur ,TimePSS_First Click,TimePSS_Last Click,TimePSS_Page Submit,TimePSS_Click Count,PhysicalSecretSearch,TimePPS_First Click,TimePPS_Last Click,TimePPS_Page Submit,TimePPS_Click Count,PyhicalPublicSearch,TimingPrivacyComp_First Click,TimingPrivacyComp_Last Click,TimingPrivacyComp_Page Submit,TimingPrivacyComp_Click Count,PrivacyComparison_1,PrivacyComparison_2,PrivacyComparison_3,TimingFreeTextCompt_First Click,TimingFreeTextCompt_Last Click,TimingFreeTextCompt_Page Submit,TimingFreeTextCompt_Click Count,FreeTextComp,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6_4_TEXT,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q130_1,Q130_2,feedback,mobile
100,3502,True,DE,I consent,Yes,1.718,121.13,122.797,58,Yes,1.532,47.483,48.712,18,No,2.816,101.253,103.384,25,Yes,2.331,95.746,97.436,30,No,1.979,25.5,37.964,16,No,1.55,119.825,120.889,18,"Yes, onto the track with the other person",2.083,36.844,49.02,11,No,1.53,318.134,319.554,175,Eine stabile Demokratie kann unbequemen Aktivismus ab. Und Aktivismus an sich ist wichtig für eine freiheitliche demokratische Gesellschaft.,No,1.696,263.969,267.841,145,"Ich glaube, Kindesmissbrauch ist nicht so verbreitet, ist keine existenzielle Bedrohung für die Gesellschaft, die aktuellen Ermittlungsverfahren funktionieren recht gut. Ein autokratisches Regime, welches in seinen Prinzipien unserem Demokratieverständnis dermaßen widerspricht, was automatisch eine langfristige Koexistenz ausschließt, ist wichtiger zu bekämpfen als die wenigen Kindes Missbraucher, gegen die es bereits, wie erwähnt, schon Mittel der Strafverfolgung gibt. Die Aktivisten in einem solch autokratischem Staat, sind sozusagen unsere direkten Verbündeten im Kampf gegen das autokratische Regime und deren Unterstützung ist viel wichtiger um langfristig die Demokratie in der ganzen Welt zu etablieren. ",No,1.947,22.793,24.879,11,"Die Gefahr die von einem Staat ausgeht bei Missbrauch seiner Macht, ist viel größer als die Gefahr die vom einzelnen Bürger ausgehen kann. Deshalb muss der Bürger vom Staat geschützt sein. Es gibt genug andere Möglichkeiten der Strafverfolgung ohne die Privatsphäre unschuldiger Bürger zu verletzen.",No,1.442,24.836,26.187,33,Begründung erübrigt sich,1.458,11.712,12.691,9,Yes,1.622,28.19,29.594,15,Yes,2.76,138.99,140.254,21,Yes,1.672,15.298,17.662,9,No,6.702,132.702,156.253,44,No,1.164,17.461,23.592,13,Yes,4.453,312.807,398.988,12,2,4,2,3.96,295.217,297.04,14,"Bei der Überwachung von Smartphones und Computern kann man halt eher dein soziales Netzwerk, Kontakte und Kommunikation überwachen und in der Wohnung wie dein Alltag aussieht, was sich in deiner Wohnung befindet und was man so alles in seiner Wohnung macht. Bei Smartphones und Computer kann ich auch mögliche Termine, sensible Daten oder Notizen die sich jemand macht anschauen. ",2.199,131.49,133.849,30,,1.507,75.227,76.417,6,Agree completely,Agree completely,,no
100,2314,True,EN,I consent,Yes,18.208,18.208,18.726,1,Yes,73.418,141.869,142.992,6,Yes,11.172,11.172,11.901,1,Yes,5.741,9.347,9.904,2,Yes,6.992,7.477,7.4,2,No,286.846,286.846,287.596,1,"Yes, onto the track with myself",24.017,639.382,640.278,13,Yes,21.882,21.882,22.446,1,Activists rely predominantly on offline methods of protest.,Yes,19.082,19.082,19.689,1,If the country is already autocratic chances are that their free speech will be curbed anyway.,No,4.62,12.092,12.613,2,"Such a software puts too much trust in the organisations who monitor the people. Since , humans are flawed they cannot be trusted.",No,17.201,17.201,17.737,1,Anything that eventually has an autocratic ending should not be promoted.,9.367,9.367,10.125,1,Yes,2.6,2.6,3.151,1,No,4.425,4.425,5.197,1,No,6.389,6.389,7.036,1,No,10.792,16.044,17.371,2,No,9.434,9.434,10.057,1,Yes,3.968,73.555,74.501,34,1,1,1,5.357,160.797,162.088,5,"Smartphones and computers often have passwords that can be compromised. Searching a residence involves looking for objectionable content concerning a person’s offline life however, a person’s online profile and content involving one or multiple third parties can be accessed when surveillance of their smartphones is performed.",2.229,29.01,31.891,13,,4.097,6,6.924,2,Agree completely,Agree completely,,yes
100,17298,True,EN,I consent,No,37.788,100.909,105.469,2,Yes,27.787,27.787,28.494,1,No,40.349,66.573,67.392,3,No,17.556,38.564,38.987,4,Yes,50.534,83.847,87.657,5,No,12.088,12.995,25.262,2,No,5.424,35.568,51.117,3,Yes,2290.781,2293.613,2295.031,2,"Hard to say, but protecting next generation from negative consequences seems more important, yet political oppositioners can still be more careful.",Yes,33.037,63.737,64.691,4,"the anti-government people in autocratic regime can be just careful with their devices. children cannot protect themselves, and therefore it's neccesary to help them.",No,11.164,29.453,31.502,3,"All digital crimes solved, yet it opens huge door for misuse and power by the controlling entity of the software.",No,29.76,29.76,30.559,1,"there is a very limited number of ways to setup a proper democratic society. And throughout history it is very rare, so it seems to me that making sure that current democracy is kept without giving full control over people's privacy and surveilance is more important, because there are still other methods of counteracting child abusers and protecting children.",21.486,296.466,304.393,8,No,4.677,15.193,16.254,3,No,4.192,24.545,25.801,4,No,11.58,11.58,12.609,1,Yes,9.111,9.111,10.024,1,No,26.24,26.24,27.17,1,Yes,2.392,49.935,64.4,7,1,2,3,68.173,147.602,147.933,3,that we keep our most important information/communication in our devices(smartphones/computers),2.657,1143.78,1146.082,11,,5.144,5.144,68.003,1,Agree completely,Agree completely,,no
100,1073,True,EN,I consent,Yes,13.095,13.095,13.913,1,Yes,17.919,17.919,18.88,1,No,24.163,24.163,24.912,1,Yes,16.362,16.362,20.799,1,Yes,9.984,9.984,12.44,1,Yes,14.545,14.545,15.444,1,"Yes, onto the track with the other person",38.481,38.481,39.157,1,No,16.378,16.378,17.275,1,I think small inefficiencies are worth the well-being of society,No,58.4,58.4,59.149,1,"Really not sure about this one but a middle option wasn't given. I assume ""activists"" in an autocratic country are pretty much regular every-day people and shouldn't be surveilled under almost any circumstance.",No,14.869,14.869,16.237,1,Privacy is awesome (and piracy too),No,25.435,25.435,29.852,1,There are also other ways to deal with child abusers but peaceful activists have to be protected.,6.773,6.773,7.199,1,No,48.594,48.594,49.492,1,No,6.279,6.279,8.936,1,No,56.993,56.993,57.598,1,Yes,7.37,7.37,7.839,1,Yes,8.276,8.276,8.862,1,Yes,21.882,38.009,39.65,4,1,1,1,13.065,13.065,76.298,1,The access isn't physical and there is a much higher chance of the power being abused. ,8.404,47.419,54.079,13,,2.299,2.299,6.367,1,Disagree completely,Disagree completely,,no
100,734,True,DE,I consent,No,3.774,3.774,4.447,1,No,23.282,23.282,24.044,1,No,24.646,24.646,25.283,1,No,7.218,7.218,7.871,1,No,6.323,6.323,6.9,1,No,3.939,3.939,5.146,1,No,12.658,12.658,13.301,1,No,19.725,19.725,25.742,1,Das hat nichts mit einer Demokratie zu tun.,No,15.333,15.333,16.909,1,"Wer auch immer er ist, er verdient es nicht, auf diese Weise überwacht zu werden.",No,0.594,12.655,17.295,2,Die digitale Kriminalität sollte nicht auf diese Weise gelöst werden.,No,8.015,8.015,8.712,1,Das hat nichts mit einer Demokratie zu tun.,5.129,5.129,7.157,1,Yes,3.448,3.899,4.686,2,No,4.701,4.701,5.456,1,No,4.59,4.59,5.297,1,No,8.742,8.742,9.785,1,No,7.339,7.339,8.359,1,Yes,15.335,34.012,34.922,4,1,3,3,14.788,235.11,238.438,7,In der modernen Welt ist das Smartphone/der Computer zweifellos ein viel intimerer persönlicher Raum.,0.803,27.166,28.8,6,,2.792,2.792,4.249,1,Agree somewhat,Agree completely,,no
100,699,True,DE,I consent,Yes,9.185,9.185,10.145,1,Yes,4.42,12.176,16.517,3,No,7.758,7.758,14.285,1,Yes,11.822,11.822,17.288,1,Yes,8.065,8.065,13.519,1,Yes,11.408,11.408,12.357,1,"Yes, onto the track with myself",9.62,9.62,11.823,1,No,23.766,23.766,26.074,1,rosa Listen,No,14.779,14.779,15.582,1,"auch hier ""rosa"" Listen",No,5.478,5.478,9.578,1,"Wir haben das Recht auf Privatsphäre
",No,13.816,13.816,14.94,1,"Historisch gesehen, kann dies fatal, siehe die ""rosa"" Listen.",5.408,5.408,6.521,1,Yes,83.745,83.745,84.5,1,No,5.902,5.902,14.13,1,Yes,4.86,8.87,10.427,2,Yes,7.543,7.543,9.673,1,No,2.005,3.711,4.411,2,Yes,8.445,13.605,15.271,4,4,4,5,2.115,52.127,66.519,5,"MMn. ist Überwachung/Durchsuchung von Smartphones, da der Wohnraum für mich noch privaterer Raum ist.",2.3,21.324,23.149,5,,4.116,5.238,5.682,2,Agree somewhat,Agree somewhat,,no
100,2605,True,DE,I consent,No,38.89,38.89,46.307,1,No,104.024,106.396,107.865,2,No,140.961,143.437,145.226,5,No,31.797,33.639,34.415,2,Yes,61.82,61.82,63.7,1,No,19.016,19.016,21.682,1,"Yes, onto the track with myself",96.173,99.978,101.615,2,No,13.214,15.164,16.68,2,"Preis zu hoch, Ziel wäre auch mit anderen Mitteln zu erreichen.",No,31.253,32.351,37.65,2,Die positiven Folgen (gegen Kindesmissbrauch) könnten und sollten mit anderen Mitteln erreicht werden.,No,36.285,39.399,41.736,4,Der Preis wäre zu hoch.,No,12.412,14.214,16.025,4,Der Preis wäre zu hoch.,8.008,8.008,10.614,1,Yes,16.979,16.979,18.642,1,Yes,8.111,15.714,18.555,9,Yes,21.211,21.211,23.036,1,Yes,8.623,9.624,11.657,2,No,13.453,13.453,15.057,1,Yes,30.536,102.262,103.739,5,3,5,1,6.569,6.569,1084.872,1,Durchsuchung Computer aussagekräftiger,37.034,182.353,184.7,12,,4.282,6.268,7.929,4,Disagree completely,Disagree completely,,no
100,1129,True,DE,I consent,No,19.884,19.884,21.839,1,No,14.475,16.134,16.754,2,Yes,8.309,8.309,9.771,1,Yes,211.838,213.565,215.679,3,Yes,79.772,79.772,83.833,1,No,22.921,22.921,24.796,1,"Yes, onto the track with myself",10.842,43.452,45.034,2,Yes,13.862,13.862,15.382,1,,Yes,23.71,23.71,25.93,1,"Der enorme Anstieg der Existenz und der Verbreitung dieses Materials lässt einem keine andere Wahl, als solch eine Überwachungssoftware zu akzeptieren.",Yes,22.342,22.342,23.87,1,"Wenn man nichts zu verbergen hat, dann sollte die Entscheidung leicht sein.",Yes,48.286,48.286,52.89,1,,3.917,14.852,16.36,2,No,17.042,17.042,18.353,1,No,4.826,5.79,6.883,2,No,6.821,6.821,8.332,1,No,4.422,6.726,8.183,2,No,16.131,16.131,17.333,1,No,69.555,89.897,91.585,5,4,5,5,8.383,9.451,21.974,2,Persönlicher,2.739,33.529,35.322,6,,9.34,9.34,11.333,1,Agree completely,Agree completely,,no
100,1591,True,EN,I consent,Yes,2.305,30.379,31.893,4,No,1.46,33.994,35.368,5,No,2.832,36.378,37.486,5,Yes,4.076,14.129,17.617,4,Yes,4.971,11.566,12.924,5,No,0.991,35.001,41.518,6,"Yes, onto the track with the other person",11.511,100.038,102.855,5,No,12.035,12.035,13.016,1,"It does not justify the absolute control over the right to privacy for general populace. It also presents a moral quandary; how to make sure what government is going to do will be enough to catch those intended criminals. Given absolute power, any institution is prone to abuse such a power. 
Such an approach also risks being ineffective, as criminals can evade detection by using encrypted or alternative communication methods, leaving ordinary citizens' privacy compromised with little gain in security.",No,1.22,12.953,64.434,5,"Morally and ethically, it's crucial to uphold the right to privacy and prevent the potential misuse of such power, especially in ways that could harm vulnerable groups like activists.",No,1.777,41.728,42.926,5,"Eliminating digital privacy to solve crimes undermines fundamental rights and could lead to widespread abuse, making the cost to personal freedom too high.",No,3.435,33.094,34.732,4,"The risks of misuse, particularly under a future autocratic regime, could severely infringe on fundamental human rights like privacy and free speech. While aiming to protect children is important, the potential for this system to erode democratic freedoms and expand into broader surveillance makes it too dangerous to endorse.

Again, activists are fundamental to keep government's powers in check. Given little to no check, the aim to protect children is going to be sidelined, or even it poses more risk.",4.037,12.307,13.206,4,Yes,3.432,24.476,25.556,4,No,2.175,6.3,9.826,4,Yes,2.022,17.573,18.712,7,No,1.803,13.998,14.571,6,Yes,0.902,8.125,9.237,5,Yes,15.48,31.167,32.72,4,3,5,4,1.723,97.29,101.235,4,"Physical searches of residences are more directly intrusive as they invade personal living spaces, causing immediate and visible disruption. The emotional and psychological impact of such searches can be profound, often feeling more violating than digital searches which, while extensive, are less tangible and immediately disruptive.",3.663,28.324,39.855,5,,3.671,3.671,5.918,1,Agree completely,Agree completely,"The initial questions are not descriptive enough and there should be more options. Most of us would just be utalitarians and save as much lives as possible, given there is no harm for self or someone close. I found all the question more or less same. ",no
3,16,False,EN,I do not consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
36,317,False,EN,I consent,Yes,20.498,37.273,38.023,2,Yes,19.115,37.515,38.63,4,Yes,24.875,24.875,27.37,1,Yes,3.911,3.911,4.709,1,Yes,37.845,37.845,41.837,1,Yes,0.72,0.72,1.451,1,"Yes, onto the track with the other person",6.263,6.263,7.379,1,,,,,,,,,,,,,Yes,27.251,105.217,106.216,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
61,910,False,EN,I consent,No,21.105,21.105,23.403,1,No,0.754,43.881,46.377,3,No,17.374,17.374,18.065,1,Yes,47.67,47.67,51.591,1,Yes,21.785,47.651,49.956,2,No,23.056,23.056,24.601,1,"Yes, onto the track with myself",109.212,121.659,122.592,2,Yes,25.269,27.237,51.321,3,,No,62.495,62.495,112.576,1,,No,28.639,28.639,29.362,1,,No,9.99,34.76,35.9,3,,,,,,,,,,,,31.856,52.551,53.101,3,No,12.064,12.064,18.578,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
61,996,False,EN,I consent,Yes,5.457,37.327,37.91,7,No,10.466,39.566,61.085,3,No,1.828,25.662,26.564,4,No,2.706,24.522,26.205,4,No,22.551,28.368,35.326,4,Yes,22.1,101.719,102.407,11,"Yes, onto the track with the other person",3.603,24.689,25.605,7,No,1.657,15.277,15.949,4,Liberty over security :P,No,1.041,21.427,22.157,6,"Those who choose security over liberty deserve neither, with absolute security you can have no liberty, and vice versa, but if I had to choose, I’d take the latter any time ",No,3.08,25.091,25.911,6,"Same reasoning as before, i prefer liberty over security ",Yes,6.402,28.808,30.509,5,"In this case, the blame would be on the people that allowed autocrats to reign, not the measure per se",,,,,,,,,,,,,,,,,,,,,24.763,74.832,75.763,4,Yes,2.011,62.78,63.301,5,Yes,,,,,,,,,,,,,,,,,,,,,,,,,no
7,18,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
3,95,False,DE,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,37,False,DE,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
3,40,False,DE,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,68,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
7,3228,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
3,138272,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,94,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,178469,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
3,173,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,26687,False,EN,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,False,DE,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,49,False,DE,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
